매물코드,지역코드,위도,경도
2116448616,1144012000,37.550203,126.918986
2116271092,1144010900,37.555533,126.946746
2116105008,1144012000,37.54996,126.916388
2116696274,1144011100,37.550166,126.936246
2116715290,1144011100,37.550166,126.936246
2116705953,1144011200,37.54321,126.93557
2116715778,1144011100,37.550166,126.936246
2115970360,1144011100,37.545634,126.937123
2116711467,1144012700,37.576667,126.893618
2116731714,1144012300,37.561691,126.903567
2116720908,1144011100,37.549002,126.9355
2116675356,1144012700,37.576667,126.893618
2116757615,1144010500,37.542484,126.938453
2116747475,1144010700,37.53658,126.946315
2116741125,1144012300,37.556783,126.904474
2116751693,1144011100,37.545093,126.937254
2116725234,1144010500,37.542094,126.938803
2116713841,1144012700,37.576164,126.896464
2116738075,1144012000,37.556742,126.912351
2116737397,1144012000,37.556742,126.912351
2116578824,1144012500,37.56253,126.906442
2115765163,1144011100,37.550166,126.936246
2116567514,1144010800,37.543794,126.944445
2116403776,1144011200,37.54321,126.93557
2115763962,1144011100,37.550166,126.936246
2115689857,1144011500,37.547217,126.921032
2115690888,1144011500,37.547217,126.921032
2116304756,1144010400,37.53925,126.949533
2115648327,1144010900,37.554967,126.948268
2116527770,1144010500,37.542484,126.938453
2115665893,1144010900,37.554742,126.946747
2116523199,1144012700,37.577832,126.894282
2116541879,1144012500,37.56253,126.906442
2115689493,1144011500,37.547217,126.921032
2116518614,1144011100,37.546077,126.934967
2116560514,1144011100,37.545388,126.938336
2115667847,1144010800,37.553356,126.944956
2115691345,1144011500,37.547217,126.921032
2115669819,1144010900,37.555025,126.947733
2116523851,1144012500,37.561253,126.907758
2116534521,1144010800,37.548274,126.942723
2116399083,1144011100,37.550166,126.936246
2116419833,1144011500,37.547269,126.920518
2116419738,1144012300,37.558254,126.904922
2115580338,1144012300,37.554387,126.908801
2115560787,1144012200,37.550734,126.907263
2115488291,1144012500,37.558478,126.90838
2116340213,1144012300,37.553375,126.907962
2116415000,1144012700,37.583381,126.880899
2116339734,1144011000,37.554347,126.933807
2116267637,1144012300,37.561691,126.903567
2116339573,1144011000,37.554347,126.933807
2116306117,1144012200,37.550734,126.907263
2115944531,1144010900,37.547683,126.944052
2116720443,1144011100,37.546762,126.939013
2116259602,1144011500,37.54737,126.920736
2116290144,1144012500,37.559788,126.914607
2116704752,1144010700,37.536857,126.946506
2116235179,1144012300,37.553599,126.904122
2116202952,1144010100,37.556908,126.955008
2116192263,1144011000,37.554944,126.940532
2116183030,1144011100,37.544773,126.934687
2116124070,1144010800,37.553821,126.944949
2115371121,1144010100,37.557548,126.960603
2116061631,1144011100,37.545634,126.937123
2115981571,1144011000,37.554676,126.933062
2116183111,1144011500,37.546331,126.921663
2116100331,1144010400,37.538452,126.949037
2116050369,1144012300,37.558254,126.904922
2116050632,1144011100,37.549072,126.935384
2116063288,1144011100,37.545634,126.937123
2116563129,1144010700,37.536857,126.946506
2116097098,1144010800,37.546538,126.942816
2115868465,1144011000,37.554347,126.933807
2115027868,1144012200,37.552373,126.909492
2115015079,1144012000,37.555826,126.91383
2115817418,1144011000,37.554084,126.93345
2115652947,1144011100,37.549072,126.935384
2115817423,1144011000,37.554084,126.93345
2116747793,1144011100,37.545197,126.93869
2116727528,1144012700,37.574602,126.895105
2116738720,1144011400,37.552362,126.927336
2116654863,1144012500,37.558936,126.916199
2116694958,1144012100,37.557263,126.921624
2116686560,1144012500,37.566581,126.908237
2114899348,1144011100,37.550166,126.936246
2115018984,1144012000,37.554094,126.928401
2115847184,1144010500,37.541334,126.942637
2115503487,1144011000,37.554627,126.934377
2116712473,1144012000,37.551399,126.915495
2115476016,1144010400,37.53925,126.949533
2115473382,1144010700,37.536857,126.946506
2116303066,1144011500,37.545821,126.925324
2116708155,1144010300,37.545157,126.955181
2116674059,1144012300,37.553619,126.907254
2116366810,1144011000,37.554627,126.934377
2116640139,1144012000,37.550239,126.917278
2115680370,1144012300,37.552632,126.905812
2114523870,1144012100,37.557762,126.92438
2116630487,1144012700,37.574411,126.89501
2116599906,1144012500,37.565366,126.906003
2116567930,1144010800,37.54341,126.943553
2116622900,1144012000,37.550107,126.916356
2116058729,1144012300,37.559944,126.904471
2116621595,1144012700,37.577911,126.896099
2116612445,1144012500,37.565366,126.906003
2116614436,1144011000,37.555867,126.941808
2116605572,1144011400,37.549391,126.929161
2116597600,1144012300,37.558413,126.907595
2115634108,1144011100,37.549244,126.937652
2116627011,1144012700,37.576754,126.893909
2116587832,1144012100,37.555562,126.9313
2116627166,1144012700,37.575873,126.897039
2116604744,1144010200,37.549352,126.951899
2116629726,1144010800,37.555034,126.94542
2116580843,1144012300,37.552279,126.905014
2116593405,1144012100,37.555562,126.9313
2116584713,1144012000,37.554419,126.915903
2115589817,1144011000,37.554347,126.933807
2116239965,1144010200,37.548578,126.953054
2115574804,1144011000,37.554084,126.93345
2115534796,1144011300,37.544593,126.9315
2115533487,1144012700,37.577911,126.896099
2115502380,1144012500,37.563692,126.907042
2114504134,1144012200,37.551664,126.907264
2116537540,1144010400,37.541873,126.948371
2116471416,1144012000,37.554371,126.917512
2116531347,1144012200,37.551307,126.906178
2116623095,1144012200,37.54641,126.917887
2114504461,1144012200,37.551664,126.907264
2116469372,1144012200,37.551174,126.906953
2116454084,1144012400,37.563751,126.917686
2116548422,1144012400,37.564292,126.924174
2115916961,1144011100,37.547607,126.939743
2114512141,1144012200,37.551664,126.907264
2116540391,1144010800,37.556129,126.946311
2116494172,1144010900,37.55667,126.947946
2116453625,1144012000,37.557316,126.914428
2116514771,1144012300,37.560667,126.899551
2116523494,1144011400,37.54676,126.928471
2114443096,1144012300,37.561625,126.903422
2116523743,1144010900,37.548068,126.944656
2116557038,1144011000,37.554629,126.935562
2115577647,1144012000,37.556948,126.915323
2115392682,1144011400,37.553419,126.932577
2116556772,1144011000,37.554629,126.935562
2115576335,1144012000,37.555174,126.926574
2115425321,1144011100,37.545937,126.93862
2115417303,1144010800,37.546071,126.941149
2116499906,1144012300,37.562034,126.901829
2115393178,1144011400,37.553419,126.932577
2116403934,1144012300,37.557315,126.903518
2116408548,1144011000,37.554642,126.938111
2116414335,1144010200,37.547937,126.960717
2116414960,1144010200,37.547937,126.960717
2116446868,1144012300,37.562034,126.901829
2116434371,1144011100,37.548727,126.939459
2116437303,1144010800,37.555472,126.946197
2116506193,1144012200,37.54641,126.917887
2116541920,1144012000,37.550133,126.917113
2116339204,1144011000,37.554676,126.933062
2116382454,1144011300,37.544274,126.932435
2116332299,1144012100,37.556248,126.930574
2116373914,1144010200,37.547937,126.960717
2116337411,1144012500,37.565041,126.915543
2116349178,1144012600,37.573614,126.902171
2116385364,1144012300,37.556783,126.904474
2116390110,1144012300,37.556783,126.904474
2116397566,1144012100,37.556177,126.931827
2115371595,1144011500,37.54737,126.920736
2116331393,1144010100,37.556832,126.950165
2116344850,1144012200,37.55121,126.910994
2116344810,1144012000,37.550239,126.917278
2116245820,1144012700,37.576211,126.89615
2116241407,1144011100,37.549279,126.935604
2116344765,1144012000,37.550239,126.917278
2116336339,1144011400,37.553153,126.933019
2116278728,1144011400,37.553153,126.933019
2115649433,1144010800,37.544197,126.93943
2116242859,1144012400,37.562377,126.920395
2116328599,1144012500,37.55838,126.90834
2115285532,1144011100,37.548792,126.934763
2115304374,1144011100,37.546312,126.938459
2115294867,1144011100,37.546312,126.938459
2116200853,1144010100,37.55679,126.953382
2116183412,1144012200,37.550662,126.90487
2116243851,1144012300,37.556912,126.906756
2116243928,1144012300,37.560099,126.903724
2116270040,1144011100,37.548861,126.937837
2116243920,1144012300,37.554181,126.910598
2116243796,1144012300,37.556912,126.906756
2116307845,1144012000,37.552352,126.915854
2116243940,1144012300,37.559944,126.904471
2116171070,1144012400,37.564807,126.922055
2116188668,1144010200,37.549379,126.952152
2116308665,1144012000,37.552352,126.915854
2116265725,1144010400,37.538739,126.948969
2116178950,1144012200,37.545736,126.916396
2116243900,1144012300,37.554181,126.910598
2116233575,1144010900,37.555283,126.947436
2116115536,1144012300,37.562182,126.902292
2116115909,1144011100,37.545197,126.93869
2116122414,1144012300,37.559561,126.905895
2116163343,1144012000,37.552575,126.920264
2115164419,1144012700,37.577832,126.894282
2115152191,1144012500,37.559086,126.909162
2114223260,1144010400,37.538689,126.950507
2115175516,1144012400,37.564759,126.92338
2115176506,1144012700,37.577832,126.894282
2114434048,1144011400,37.547093,126.927943
2115189281,1144011100,37.545634,126.937123
2116103128,1144011100,37.548795,126.939327
2116107760,1144011100,37.548795,126.939327
2115238968,1144010400,37.537384,126.946545
2114433426,1144011400,37.547093,126.927943
2114148433,1144012400,37.559817,126.919161
2116126280,1144011500,37.548093,126.920851
2116134656,1144011500,37.548093,126.920851
2116119806,1144012000,37.555388,126.925281
2116062098,1144012700,37.576555,126.893895
2116045467,1144012400,37.560249,126.919649
2116001868,1144012300,37.555067,126.904294
2115963373,1144010800,37.552691,126.943894
2116024448,1144012200,37.551174,126.906953
2116027035,1144012200,37.550341,126.90626
2116023779,1144012200,37.551174,126.906953
2116013609,1144012200,37.552686,126.909907
2115970379,1144012000,37.553119,126.922661
2116012987,1144010200,37.548578,126.953054
2115601415,1144012500,37.558936,126.916199
2115981353,1144011000,37.554323,126.933945
2116008167,1144012200,37.551561,126.90588
2116026351,1144012300,37.554013,126.902502
2116013033,1144012400,37.560973,126.921502
2115981080,1144011000,37.55451,126.933838
2116047145,1144012700,37.574593,126.894787
2116682063,1144011000,37.554975,126.93398
2116669424,1144010900,37.546809,126.946506
2116728853,1144012500,37.56526,126.908048
2116666688,1144011400,37.554322,126.93167
2115144069,1144010400,37.538123,126.948976
2116071410,1144012400,37.561654,126.92627
2114152637,1144010800,37.554014,126.944516
2114142792,1144010800,37.554466,126.944495
2116036248,1144011500,37.545398,126.925338
2116070091,1144012300,37.558901,126.89944
2114117191,1144010900,37.554773,126.947181
2115110101,1144010800,37.548274,126.942723
2115184490,1144010400,37.540599,126.952854
2115139437,1144012700,37.574976,126.895106
2116070734,1144012400,37.561654,126.92627
2114177760,1144012200,37.54652,126.914174
2115063985,1144010800,37.548274,126.942723
2115144326,1144010400,37.537582,126.946647
2114152723,1144010800,37.556076,126.946124
2114145429,1144010800,37.554466,126.944495
2114152452,1144010800,37.552691,126.943894
2115227296,1144011400,37.553732,126.932644
2114153939,1144010900,37.554773,126.947181
2116077603,1144011000,37.553405,126.939369
2115548403,1144011000,37.554627,126.934377
2115743370,1144012300,37.553091,126.905725
2115926322,1144011100,37.548795,126.939327
2115926323,1144011100,37.548727,126.939459
2115975699,1144012300,37.557921,126.901327
2116036293,1144012300,37.557139,126.905226
2114055843,1144011500,37.548093,126.920851
2114058928,1144011500,37.548093,126.920851
2114986699,1144010900,37.555074,126.947307
2114032929,1144011500,37.548093,126.920851
2114182892,1144010800,37.553732,126.944966
2114997430,1144011100,37.54632,126.939332
2115008469,1144011100,37.549339,126.933526
2115008539,1144011100,37.549339,126.933526
2116620242,1144012500,37.566949,126.910636
2114970139,1144012500,37.56511,126.912637
2116559595,1144012000,37.555485,126.925357
2115447194,1144010800,37.548274,126.942723
2114831258,1144012400,37.562555,126.921103
2114792626,1144011100,37.545634,126.937123
2115864362,1144012200,37.55181,126.905092
2115858802,1144012200,37.551609,126.908167
2115857930,1144012000,37.55586,126.914568
2115854357,1144010200,37.549379,126.952152
2115884876,1144012300,37.552838,126.906751
2115878459,1144012200,37.552686,126.909907
2115854556,1144012200,37.551992,126.910592
2115856678,1144010500,37.541334,126.942637
2115885630,1144012300,37.552838,126.906751
2115838614,1144012000,37.55331,126.922896
2115910367,1144012700,37.576754,126.893909
2115886925,1144011000,37.553058,126.938137
2114774093,1144011100,37.545197,126.93869
2115827101,1144010800,37.547943,126.943225
2116514343,1144012500,37.565786,126.910343
2116513643,1144012500,37.568046,126.909301
2116546209,1144012000,37.555485,126.925357
2114759651,1144010800,37.554008,126.944383
2114759470,1144010800,37.552811,126.94437
2116462474,1144011100,37.548753,126.933509
2114709075,1144010100,37.557159,126.961201
2114712261,1144011100,37.547837,126.938079
2115716560,1144011500,37.550872,126.92415
2115733744,1144012200,37.551028,126.909443
2115801158,1144012000,37.555394,126.924473
2115715856,1144011500,37.550872,126.92415
2115716542,1144010900,37.554449,126.946778
2115778827,1144012200,37.544655,126.913089
2115817159,1144012300,37.555689,126.907522
2115710726,1144010800,37.545956,126.941235
2115799966,1144012000,37.555394,126.924473
2115716015,1144012100,37.558054,126.920358
2115692159,1144012000,37.555325,126.930036
2115776588,1144011400,37.553756,126.931878
2115730996,1144012200,37.550569,126.904795
2115784965,1144010400,37.538739,126.948969
2115701893,1144012200,37.545736,126.916396
2115733522,1144012400,37.562182,126.919803
2115791188,1144012400,37.56358,126.925074
2115692036,1144012200,37.547113,126.91775
2115653189,1144010800,37.556327,126.943643
2115655577,1144012000,37.552653,126.920586
2115674417,1144012400,37.559817,126.919161
2115597405,1144011000,37.554959,126.934127
2115596502,1144012100,37.555506,126.931714
2115592262,1144012200,37.54641,126.917887
2115691591,1144010800,37.544697,126.944287
2115597828,1144011000,37.554959,126.934127
2116311204,1144010800,37.551222,126.944067
2116315619,1144010700,37.53658,126.946315
2114620632,1144012500,37.563477,126.906424
2115672753,1144012200,37.552576,126.910889
2115589327,1144011000,37.552993,126.935069
2115680126,1144012200,37.551609,126.908167
2115682213,1144012300,37.555113,126.909078
2115660033,1144012300,37.553088,126.906623
2115684107,1144012200,37.546494,126.918603
2115602628,1144012100,37.557615,126.928086
2115691521,1144011000,37.554092,126.936768
2115670937,1144012200,37.552576,126.910889
2115552781,1144011100,37.546062,126.938323
2115568745,1144012300,37.554398,126.910841
2114624910,1144012300,37.561485,126.902169
2115581162,1144011100,37.545564,126.938854
2115487539,1144012000,37.552352,126.915854
2115519519,1144012100,37.558081,126.921043
2115583631,1144010900,37.548361,126.945744
2115547625,1144011400,37.552743,126.925575
2115499046,1144010500,37.541608,126.939664
2114496187,1144011400,37.553419,126.932577
2115498659,1144010800,37.547943,126.943225
2116175424,1144011500,37.547117,126.921763
2116195607,1144011400,37.553153,126.933019
2115423720,1144012200,37.552576,126.910889
2115445596,1144012000,37.552433,126.912668
2115461406,1144012400,37.560343,126.918848
2115469527,1144012300,37.554082,126.902577
2115502205,1144012400,37.560973,126.921502
2115506484,1144012300,37.557139,126.905226
2115454120,1144012300,37.561732,126.903345
2115369244,1144010800,37.544695,126.939584
2115388926,1144012000,37.556977,126.916158
2115334248,1144012000,37.555224,126.926185
2115391302,1144011400,37.553407,126.932357
2115364756,1144012100,37.55995,126.923227
2115395754,1144011400,37.553153,126.933019
2114413413,1144012500,37.56251,126.915683
2115402581,1144012400,37.559817,126.919161
2116100354,1144010900,37.548006,126.949736
2114356413,1144010800,37.55392,126.944952
2115917023,1144012000,37.552235,126.914681
2115439816,1144012500,37.568189,126.914393
2115399136,1144012000,37.555001,126.912396
2115398647,1144012500,37.56833,126.909319
2113941644,1144010800,37.54866,126.943044
2114240223,1144012300,37.557139,126.905226
2114305374,1144012300,37.557315,126.903518
2115326430,1144010400,37.541662,126.948049
2115327305,1144012200,37.551784,126.909882
2115324770,1144010800,37.552431,126.944883
2115324672,1144010800,37.552431,126.944883
2115267180,1144012200,37.55106,126.906796
2115315345,1144012100,37.557278,126.927693
2115322015,1144011000,37.556171,126.941065
2115310083,1144012100,37.555722,126.931031
2115286088,1144010900,37.547272,126.9448
2115260000,1144012400,37.562523,126.921289
2115215228,1144012000,37.554977,126.911885
2115135317,1144012000,37.5549,126.92387
2115187727,1144011100,37.548753,126.933509
2115214637,1144012300,37.555113,126.909078
2115196543,1144010900,37.556723,126.948728
2115168262,1144010900,37.556024,126.946635
2115196726,1144010800,37.55453,126.944322
2115245888,1144012400,37.564174,126.925457
2115141094,1144011500,37.549078,126.924509
2115179337,1144012200,37.552162,126.905795
2114052747,1144012000,37.550297,126.917919
2115214735,1144012500,37.560983,126.916337
2115196474,1144012400,37.564174,126.925457
2115073577,1144012400,37.559817,126.919161
2115049729,1144012500,37.563692,126.907042
2115046865,1144012300,37.561518,126.903499
2115078755,1144011000,37.55451,126.933838
2115108661,1144012400,37.562318,126.92364
2115188864,1144012400,37.56418,126.923663
2115085717,1144012000,37.552575,126.920264
2115038741,1144012500,37.565366,126.906003
2115044773,1144012400,37.561323,126.923771
2115080147,1144012100,37.556177,126.931827
2115212102,1144012500,37.566756,126.906824
2115127741,1144012300,37.554758,126.909517
2115073415,1144012400,37.558354,126.918781
2115073184,1144012100,37.558703,126.921293
2113938324,1144011100,37.551091,126.934426
2115053593,1144010400,37.538739,126.948969
2115107209,1144012300,37.555116,126.907274
2115079975,1144012200,37.547113,126.91775
2115012196,1144012100,37.558054,126.920358
2115131318,1144012500,37.565305,126.908905
2114916564,1144011500,37.547217,126.921032
2114941478,1144012400,37.559817,126.919161
2114980586,1144012200,37.551609,126.908167
2114917056,1144012400,37.56522,126.920839
2114915950,1144010400,37.541247,126.953872
2114994906,1144012300,37.554306,126.909982
2114984589,1144012200,37.549454,126.910743
2114956176,1144012600,37.567892,126.911545
2114918724,1144010400,37.539797,126.948736
2114945548,1144011000,37.554959,126.934127
2113860454,1144012300,37.561485,126.902169
2113878617,1144011100,37.550166,126.936246
2113881598,1144011100,37.550166,126.936246
2115528697,1144011400,37.552654,126.927878
2113870762,1144012300,37.553375,126.907962
2113866471,1144012500,37.566299,126.908258
2115656176,1144011000,37.554693,126.934177
2115014543,1144012400,37.562186,126.919063
2114999497,1144010400,37.538739,126.948969
2114979988,1144012300,37.552989,126.90123
2114869803,1144011100,37.551779,126.936978
2114810973,1144012600,37.573676,126.903357
2114852615,1144011400,37.552743,126.925575
2114927614,1144012000,37.557006,126.910157
2114869988,1144012000,37.553119,126.922661
2114837872,1144012200,37.551174,126.906953
2114927776,1144012300,37.556427,126.906347
2114921379,1144010700,37.536425,126.944961
2113892713,1144012200,37.551877,126.909773
2114881559,1144012000,37.556456,126.91035
2114801070,1144012400,37.566686,126.918522
2114870360,1144012400,37.564033,126.924461
2114927684,1144012300,37.561625,126.903422
2114857164,1144012300,37.561485,126.902169
2114927585,1144012000,37.557006,126.910157
2114896174,1144012300,37.552838,126.906751
2114846004,1144012000,37.55331,126.922896
2115548209,1144011400,37.553929,126.931848
2114907767,1144010800,37.556076,126.946124
2114902485,1144012300,37.554873,126.902838
2114774929,1144011000,37.554676,126.933062
2114736491,1144011500,37.548939,126.924881
2114307182,1144011100,37.547607,126.939743
2114687268,1144010100,37.556745,126.949967
2114860966,1144011200,37.542339,126.933861
2114736163,1144011500,37.549114,126.924794
2114742873,1144012300,37.561135,126.902394
2114707784,1144012400,37.564448,126.924022
2114709318,1144012500,37.558561,126.908904
